id                                                                  ,f2                ,prauc               ,precision          ,recall            ,f                 ,rocauc             ,sens              ,spec               ,brier              ,true_positives,false_negatives,false_positives,true_negatives
glmnet:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample16     ,0.5089285714285714,0.21304342865559192 ,0.5089285714285714 ,0.5089285714285714,0.5089285714285714,0.7421263454011742 ,0.5089285714285714,0.8116438356164384 ,0.2052891758580205 ,57            ,55             ,55             ,237
glmnet:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample17     ,0.703001579778831 ,0.5358200248255431  ,0.4810810810810811 ,0.7946428571428571,0.5993265993265993,0.7991377201565557 ,0.7946428571428571,0.6712328767123288 ,0.18501443351297228,89            ,23             ,96             ,196
glmnet:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample18     ,0.7392473118279569,0.005793297717802684,0.3716216216216216 ,0.9821428571428571,0.5392156862745098,0.672578277886497  ,0.9821428571428571,0.363013698630137  ,0.2207395025675509 ,110           ,2              ,186            ,106
glmnet:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample19     ,0.7133058984910837,0.366086621533961   ,0.3701067615658363 ,0.9285714285714286,0.5292620865139949,0.6538343933463796 ,0.9285714285714286,0.3938356164383562 ,0.21782493034043884,104           ,8              ,177            ,115
glmnet:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample20     ,0.5612244897959184,0.1656034198558462  ,0.4714285714285714 ,0.5892857142857143,0.5238095238095238,0.7215114138438882 ,0.5892857142857143,0.7457044673539519 ,0.21516109166263467,66            ,46             ,74             ,217
glmnet:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample21     ,0.6610942249240122,0.40085653052413683 ,0.4142857142857143 ,0.7767857142857143,0.5403726708074534,0.7818309686888454 ,0.7767857142857143,0.5787671232876712 ,0.19461719730121763,87            ,25             ,123            ,169
glmnet:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample22     ,0.540765391014975 ,0.44426266226289823 ,0.42483660130718953,0.5803571428571429,0.4905660377358491,0.7167013209393347 ,0.5803571428571429,0.6986301369863014 ,0.22034335662943927,65            ,47             ,88             ,204
glmnet:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample23     ,0.7120253164556962,0.5584352951061552  ,0.4891304347826087 ,0.8035714285714286,0.6081081081081082,0.8151908023483366 ,0.8035714285714286,0.678082191780822  ,0.17847600863466595,90            ,22             ,94             ,198
glmnet:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample24     ,0.721884498480243 ,0.38464053917639196 ,0.4523809523809524 ,0.8482142857142857,0.5900621118012422,0.7971960616438356 ,0.8482142857142857,0.6061643835616438 ,0.18732012614409058,95            ,17             ,115            ,177
glmnet:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample25     ,0.6935975609756098,0.4825293484695439  ,0.4375             ,0.8125            ,0.56875           ,0.8094269814090019 ,0.8125            ,0.5993150684931506 ,0.19283818795059898,91            ,21             ,117            ,175
glmnet:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample26     ,0.635048231511254 ,0.5247643990930387  ,0.4540229885057471 ,0.7053571428571429,0.5524475524475525,0.7772749510763209 ,0.7053571428571429,0.6746575342465754 ,0.19205545479708938,79            ,33             ,95             ,197
glmnet:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample27     ,0.6650641025641025,0.5746456546724896  ,0.4715909090909091 ,0.7410714285714286,0.576388888888889 ,0.8058341487279843 ,0.7410714285714286,0.6815068493150684 ,0.1772071934186341 ,83            ,29             ,93             ,199
glmnet:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample28     ,0.6645056726094003,0.3285067030819422  ,0.48520710059171596,0.7321428571428571,0.5836298932384342,0.7754556017612525 ,0.7321428571428571,0.702054794520548  ,0.19812004314207424,82            ,30             ,87             ,205
glmnet:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample29     ,0.685483870967742 ,0.5054680444784486  ,0.4941860465116279 ,0.7589285714285714,0.5985915492957746,0.790667808219178  ,0.7589285714285714,0.702054794520548  ,0.1881222180079999 ,85            ,27             ,87             ,205
glmnet:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample30     ,0.7016129032258064,0.3699313559939804  ,0.5058139534883721 ,0.7767857142857143,0.6126760563380281,0.8090022091310751 ,0.7767857142857143,0.7079037800687286 ,0.19051540190227562,87            ,25             ,85             ,206
naive_bayes:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample1 ,0.7070707070707071,0.5791621499785151  ,0.4                ,0.875             ,0.5490196078431373,0.7843230185909981 ,0.875             ,0.4965753424657534 ,0.33994551409682816,98            ,14             ,147            ,145
naive_bayes:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample2 ,0.7345013477088949,0.5201407782015528  ,0.3707482993197279 ,0.9732142857142857,0.5369458128078818,0.7707161203522505 ,0.9732142857142857,0.3664383561643836 ,0.44045530016395346,109           ,3              ,185            ,107
naive_bayes:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample3 ,0.698005698005698 ,0.512942761548848   ,0.3858267716535433 ,0.875             ,0.53551912568306  ,0.7686521526418787 ,0.875             ,0.4657534246575342 ,0.3539118380216089 ,98            ,14             ,156            ,136
naive_bayes:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample4 ,0.7438650306748468,0.5710920083069545  ,0.47549019607843135,0.8660714285714286,0.6139240506329114,0.8110934442270059 ,0.8660714285714286,0.6335616438356164 ,0.26756343656285214,97            ,15             ,107            ,185
naive_bayes:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample5 ,0.7348703170028819,0.5381401043259514  ,0.4146341463414634 ,0.9107142857142857,0.5698324022346368,0.796508072407045  ,0.9107142857142857,0.5068493150684932 ,0.31933587497548127,102           ,10             ,144            ,148
naive_bayes:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample6 ,0.7420749279538905,0.5551522965148037  ,0.4186991869918699 ,0.9196428571428571,0.5754189944134079,0.8122095156555773 ,0.9196428571428571,0.5102739726027398 ,0.3181816468814412 ,103           ,9              ,143            ,149
naive_bayes:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample7 ,0.6964809384164222,0.5763075140485091  ,0.405982905982906  ,0.8482142857142857,0.5491329479768786,0.7866163160469667 ,0.8482142857142857,0.523972602739726  ,0.3275428718684236 ,95            ,17             ,139            ,153
naive_bayes:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample8 ,0.7563025210084032,0.5515672530608636  ,0.40601503759398494,0.9642857142857143,0.5714285714285714,0.8141205968688845 ,0.9642857142857143,0.4589041095890411 ,0.36820602466416463,108           ,4              ,158            ,134
naive_bayes:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample9 ,0.7579972183588317,0.6197613753852663  ,0.4022140221402214 ,0.9732142857142857,0.5691906005221932,0.8298984833659491 ,0.9732142857142857,0.4452054794520548 ,0.36944576383040667,109           ,3              ,162            ,130
naive_bayes:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample10,0.7404795486600846,0.5808459123758649  ,0.40229885057471265,0.9375            ,0.5630026809651474,0.8096005154639175 ,0.9375            ,0.4639175257731959 ,0.35304675997378665,105           ,7              ,156            ,135
naive_bayes:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample11,0.7558945908460472,0.6001361273585101  ,0.3992673992673993 ,0.9732142857142857,0.5662337662337663,0.8092435176125244 ,0.9732142857142857,0.4383561643835616 ,0.3763197735713328 ,109           ,3              ,164            ,128
naive_bayes:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample12,0.7308248914616496,0.6097381760886161  ,0.4156378600823045 ,0.9017857142857143,0.5690140845070423,0.799779843444227  ,0.9017857142857143,0.5136986301369864 ,0.33330956966525493,101           ,11             ,142            ,150
naive_bayes:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample13,0.75              ,0.5469515627752064  ,0.39705882352941174,0.9642857142857143,0.5624999999999999,0.7956213307240705 ,0.9642857142857143,0.4383561643835616 ,0.36746598390945423,108           ,4              ,164            ,128
naive_bayes:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample14,0.7384823848238483,0.5831092299005756  ,0.3758620689655172 ,0.9732142857142857,0.5422885572139303,0.814135885518591  ,0.9732142857142857,0.3801369863013699 ,0.4201510397539096 ,109           ,3              ,181            ,111
naive_bayes:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample15,0.708092485549133 ,0.5539056446648819  ,0.4016393442622951 ,0.875             ,0.5505617977528091,0.7993364726027397 ,0.875             ,0.5                ,0.32823082248512   ,98            ,14             ,146            ,146
naive_bayes:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample16,0.703012912482066 ,0.5194034094232406  ,0.39357429718875503,0.875             ,0.5429362880886427,0.7717404598825832 ,0.875             ,0.4828767123287671 ,0.34718196974629706,98            ,14             ,151            ,141
naive_bayes:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample17,0.7387140902872777,0.595959110033237   ,0.38162544169611307,0.9642857142857143,0.5468354430379747,0.798143957925636  ,0.9642857142857143,0.4006849315068493 ,0.4138235398002152 ,108           ,4              ,175            ,117
naive_bayes:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample18,0.7383040935672516,0.5509940279228236  ,0.4279661016949153 ,0.9017857142857143,0.5804597701149425,0.7866010273972602 ,0.9017857142857143,0.5376712328767124 ,0.31658950686490517,101           ,11             ,135            ,157
naive_bayes:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample19,0.7388809182209469,0.5335082402628912  ,0.41365461847389556,0.9196428571428571,0.5706371191135734,0.7958506604696673 ,0.9196428571428571,0.5                ,0.3403127070148301 ,103           ,9              ,146            ,146
naive_bayes:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample20,0.7345013477088949,0.5673741099861419  ,0.3707482993197279 ,0.9732142857142857,0.5369458128078818,0.8094010800196367 ,0.9732142857142857,0.3642611683848797 ,0.4228747634015666 ,109           ,3              ,185            ,106
naive_bayes:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample21,0.7142857142857142,0.5553308826556037  ,0.4117647058823529 ,0.875             ,0.56              ,0.7908971379647749 ,0.875             ,0.5205479452054794 ,0.3263543793661492 ,98            ,14             ,140            ,152
naive_bayes:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample22,0.7122507122507122,0.4604352703555583  ,0.3937007874015748 ,0.8928571428571429,0.546448087431694 ,0.7596930039138943 ,0.8928571428571429,0.4726027397260274 ,0.3602869697242965 ,100           ,12             ,154            ,138
naive_bayes:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample23,0.7417582417582418,0.5451573462630549  ,0.38571428571428573,0.9642857142857143,0.5510204081632653,0.7943217954990215 ,0.9642857142857143,0.410958904109589  ,0.3940325852463022 ,108           ,4              ,172            ,120
naive_bayes:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample24,0.7437407952871871,0.620736353104366   ,0.43722943722943725,0.9017857142857143,0.5889212827988338,0.8231256115459883 ,0.9017857142857143,0.5547945205479452 ,0.29262187701984876,101           ,11             ,130            ,162
naive_bayes:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample25,0.7414965986394558,0.6192948461891824  ,0.3797909407665505 ,0.9732142857142857,0.5463659147869674,0.8056659735812133 ,0.9732142857142857,0.3904109589041096 ,0.40392445665507754,109           ,3              ,178            ,114
naive_bayes:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample26,0.7300884955752213,0.5226999000720184  ,0.43043478260869567,0.8839285714285714,0.5789473684210527,0.7787732387475538 ,0.8839285714285714,0.5513698630136986 ,0.3101655072226195 ,99            ,13             ,131            ,161
naive_bayes:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample27,0.7162726008344924,0.6381959318700212  ,0.3800738007380074 ,0.9196428571428571,0.5378590078328982,0.8185848825831702 ,0.9196428571428571,0.4246575342465753 ,0.38152218697869217,103           ,9              ,168            ,124
naive_bayes:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample28,0.7388809182209469,0.5556399070424736  ,0.41365461847389556,0.9196428571428571,0.5706371191135734,0.7955295988258317 ,0.9196428571428571,0.5                ,0.3294901366291014 ,103           ,9              ,146            ,146
naive_bayes:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample29,0.7215007215007216,0.5769053037165718  ,0.40816326530612246,0.8928571428571429,0.5602240896358545,0.7979910714285714 ,0.8928571428571429,0.5034246575342466 ,0.3293454470867393 ,100           ,12             ,145            ,147
naive_bayes:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::cv_TRUE/sample30,0.7489597780859917,0.6182919549503562  ,0.3956043956043956 ,0.9642857142857143,0.561038961038961 ,0.8180381688757977 ,0.9642857142857143,0.4329896907216495 ,0.3913976631390426 ,108           ,4              ,165            ,126
aggregation:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::CV_TRUE/sample1 ,0.7090643274853802,0.5901405791628965  ,0.4110169491525424 ,0.8660714285714286,0.5574712643678161,0.7985567514677103 ,0.8660714285714286,0.523972602739726  ,0.21028947200724543,97            ,15             ,139            ,153
aggregation:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::CV_TRUE/sample2 ,0.7387140902872777,0.5205089001132133  ,0.38162544169611307,0.9642857142857143,0.5468354430379747,0.7810665362035225 ,0.9642857142857143,0.4006849315068493 ,0.2315156925749926 ,108           ,4              ,175            ,117
aggregation:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::CV_TRUE/sample3 ,0.6944444444444443,0.5854222491973979  ,0.4025423728813559 ,0.8482142857142857,0.5459770114942528,0.7835432974559686 ,0.8482142857142857,0.5171232876712328 ,0.21236156825796096,95            ,17             ,141            ,151
aggregation:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::CV_TRUE/sample4 ,0.7198748043818467,0.5895590501073021  ,0.4816753926701571 ,0.8214285714285714,0.6072607260726073,0.820511252446184  ,0.8214285714285714,0.660958904109589  ,0.1781775351540303 ,92            ,20             ,99             ,193
aggregation:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::CV_TRUE/sample5 ,0.7174556213017753,0.5780592488867872  ,0.42543859649122806,0.8660714285714286,0.5705882352941177,0.8098091976516634 ,0.8660714285714286,0.5513698630136986 ,0.20091779184687822,97            ,15             ,131            ,161
aggregation:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::CV_TRUE/sample6 ,0.7467057101024891,0.5921637203318217  ,0.4340425531914894 ,0.9107142857142857,0.5878962536023055,0.8319777397260274 ,0.9107142857142857,0.5445205479452054 ,0.1993958512900831 ,102           ,10             ,133            ,159
aggregation:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::CV_TRUE/sample7 ,0.6940298507462687,0.5840830515435714  ,0.4189189189189189 ,0.8303571428571429,0.5568862275449102,0.8000550391389433 ,0.8303571428571429,0.5582191780821918 ,0.20227322590464608,93            ,19             ,129            ,163
aggregation:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::CV_TRUE/sample8 ,0.7528409090909092,0.6471950290822006  ,0.4140625          ,0.9464285714285714,0.5760869565217391,0.832833904109589  ,0.9464285714285714,0.4863013698630137 ,0.20331927605806058,106           ,6              ,150            ,142
aggregation:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::CV_TRUE/sample9 ,0.7507082152974505,0.6425127081264536  ,0.4108527131782946 ,0.9464285714285714,0.572972972972973 ,0.8462573385518591 ,0.9464285714285714,0.4794520547945205 ,0.2029774170251945 ,106           ,6              ,152            ,140
aggregation:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::CV_TRUE/sample10,0.7391304347826086,0.6047255340568835  ,0.4214876033057851 ,0.9107142857142857,0.5762711864406779,0.8125920471281296 ,0.9107142857142857,0.5189003436426117 ,0.20832423063852823,102           ,10             ,140            ,151
aggregation:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::CV_TRUE/sample11,0.7567185289957568,0.587920526089241   ,0.41312741312741313,0.9553571428571429,0.5768194070080863,0.8184931506849316 ,0.9553571428571429,0.4794520547945205 ,0.20640245859966222,107           ,5              ,152            ,140
aggregation:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::CV_TRUE/sample12,0.7174231332357248,0.6043441220563768  ,0.41702127659574467,0.875             ,0.5648414985590778,0.8211533757338552 ,0.875             ,0.5308219178082192 ,0.20077480832254144,98            ,14             ,137            ,155
aggregation:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::CV_TRUE/sample13,0.7599431818181819,0.5552402656633199  ,0.41796875         ,0.9553571428571429,0.5815217391304348,0.8012781311154599 ,0.9553571428571429,0.4897260273972603 ,0.21303925522042844,107           ,5              ,149            ,143
aggregation:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::CV_TRUE/sample14,0.745125348189415 ,0.6422067849939112  ,0.3962962962962963 ,0.9553571428571429,0.5602094240837697,0.8173617906066536 ,0.9553571428571429,0.4417808219178082 ,0.21744997196179644,107           ,5              ,163            ,129
aggregation:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::CV_TRUE/sample15,0.7174556213017753,0.6227396180473825  ,0.42543859649122806,0.8660714285714286,0.5705882352941177,0.8191658512720157 ,0.8660714285714286,0.5513698630136986 ,0.19792873718762358,97            ,15             ,131            ,161
aggregation:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::CV_TRUE/sample16,0.6881405563689604,0.5644006168246417  ,0.4                ,0.8392857142857143,0.5417867435158502,0.7812805772994129 ,0.8392857142857143,0.5171232876712328 ,0.21062293978101965,94            ,18             ,141            ,151
aggregation:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::CV_TRUE/sample17,0.7409972299168975,0.6013138547781078  ,0.3905109489051095 ,0.9553571428571429,0.5544041450777203,0.8174229452054794 ,0.9553571428571429,0.4280821917808219 ,0.21609494286442105,107           ,5              ,167            ,125
aggregation:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::CV_TRUE/sample18,0.7426470588235295,0.5872608954159421  ,0.4353448275862069 ,0.9017857142857143,0.5872093023255814,0.7980063600782779 ,0.9017857142857143,0.5513698630136986 ,0.2039910567495655 ,101           ,11             ,131            ,161
aggregation:::MODE_PRESENCE:::LABEL_H:::SYMP_TRUE:::CV_TRUE/sample19,0.7276657060518732,0.5573464204857063  ,0.4105691056910569 ,0.9017857142857143,0.5642458100558659,0.8039077788649707 ,0.9017857142857143,0.5034246575342466 ,0.21044936541580775,101           ,11             ,145            ,147
